CustomerID,Age,Gender,Tenure,MonthlyCharges,ContractType,InternetService,TotalCharges,TechSupport,Churn,ChurnFlag,TenureGroup,ChargeCategory,AnnualCharges
551,45,Male,30,117.4,Two-Year,DSL,3522.0,Yes,Yes,1,2-4 Years,High,1408.8000000000002
552,43,Male,5,80.6,Month-to-Month,,403.0,No,Yes,1,New,High,967.1999999999999
553,56,Female,16,94.33,One-Year,Fiber Optic,1509.28,Yes,No,0,1-2 Years,High,1131.96
554,47,Female,8,36.16,Month-to-Month,Fiber Optic,289.28,Yes,Yes,1,New,Medium,433.91999999999996
555,48,Male,21,67.59,Two-Year,DSL,1419.39,Yes,No,0,1-2 Years,Medium,811.08
556,40,Female,5,40.47,Month-to-Month,,202.35,No,Yes,1,New,Medium,485.64
557,40,Female,4,85.15,One-Year,,340.6,No,Yes,1,New,High,1021.8000000000001
558,40,Female,50,114.46,Month-to-Month,,5723.0,No,Yes,1,4+ Years,High,1373.52
559,48,Female,2,89.56,One-Year,Fiber Optic,179.12,Yes,Yes,1,New,High,1074.72
560,40,Male,14,36.91,Month-to-Month,,516.74,No,Yes,1,1-2 Years,Medium,442.91999999999996
561,47,Female,4,61.92,Month-to-Month,DSL,247.68,Yes,Yes,1,New,Medium,743.04
562,65,Male,0,79.56,Two-Year,DSL,0.0,Yes,Yes,1,,High,954.72
563,53,Female,0,66.29,Two-Year,DSL,0.0,No,Yes,1,,Medium,795.48
564,41,Female,3,105.03,Two-Year,Fiber Optic,315.09,Yes,Yes,1,New,High,1260.3600000000001
565,57,Female,40,103.32,One-Year,Fiber Optic,4132.8,Yes,Yes,1,2-4 Years,High,1239.84
566,40,Female,6,85.06,Two-Year,Fiber Optic,510.36,No,Yes,1,New,High,1020.72
567,24,Male,60,63.61,Month-to-Month,DSL,3816.6,No,Yes,1,4+ Years,Medium,763.3199999999999
568,34,Female,17,52.98,Month-to-Month,Fiber Optic,900.66,Yes,Yes,1,1-2 Years,Medium,635.76
569,26,Female,11,39.53,Month-to-Month,,434.83,No,Yes,1,New,Medium,474.36
570,41,Female,17,61.94,One-Year,Fiber Optic,1052.98,Yes,No,0,1-2 Years,Medium,743.28
571,45,Male,14,67.19,Month-to-Month,,940.66,No,Yes,1,1-2 Years,Medium,806.28
572,61,Male,28,90.82,Month-to-Month,DSL,2542.96,Yes,Yes,1,2-4 Years,High,1089.84
573,48,Male,6,89.23,One-Year,,535.38,No,Yes,1,New,High,1070.76
574,42,Female,8,36.31,Two-Year,Fiber Optic,290.48,No,Yes,1,New,Medium,435.72
575,53,Female,44,65.57,Month-to-Month,DSL,2885.08,Yes,Yes,1,2-4 Years,Medium,786.8399999999999
576,22,Male,58,46.36,Month-to-Month,DSL,2688.88,Yes,Yes,1,4+ Years,Medium,556.3199999999999
577,47,Female,44,44.11,Month-to-Month,Fiber Optic,1940.84,Yes,Yes,1,2-4 Years,Medium,529.3199999999999
578,52,Female,10,104.46,Month-to-Month,,1044.6,No,Yes,1,New,High,1253.52
579,30,Female,30,33.77,Month-to-Month,Fiber Optic,1013.1,No,Yes,1,2-4 Years,Low,405.24
580,56,Female,12,67.73,One-Year,DSL,812.76,Yes,No,0,New,Medium,812.76
581,48,Female,13,45.14,One-Year,,586.82,No,Yes,1,1-2 Years,Medium,541.6800000000001
582,40,Female,4,109.14,One-Year,Fiber Optic,436.56,Yes,Yes,1,New,High,1309.68
583,51,Male,17,80.13,Month-to-Month,Fiber Optic,1362.21,No,Yes,1,1-2 Years,High,961.56
584,67,Female,4,50.82,Two-Year,Fiber Optic,203.28,Yes,Yes,1,New,Medium,609.84
585,46,Female,8,75.22,Month-to-Month,DSL,601.76,No,Yes,1,New,High,902.64
586,47,Female,38,95.83,Month-to-Month,Fiber Optic,3641.54,Yes,Yes,1,2-4 Years,High,1149.96
587,40,Female,4,116.23,Two-Year,Fiber Optic,464.92,Yes,Yes,1,New,High,1394.76
588,36,Female,1,49.84,Month-to-Month,,49.84,No,Yes,1,New,Medium,598.08
589,53,Male,1,109.76,Month-to-Month,Fiber Optic,109.76,No,Yes,1,New,High,1317.1200000000001
590,36,Male,56,114.09,Two-Year,Fiber Optic,6389.04,No,Yes,1,4+ Years,High,1369.08
591,45,Male,14,112.48,Month-to-Month,Fiber Optic,1574.72,Yes,Yes,1,1-2 Years,High,1349.76
592,40,Male,10,87.19,One-Year,,871.9,No,Yes,1,New,High,1046.28
593,49,Female,33,86.68,Month-to-Month,,2860.44,No,Yes,1,2-4 Years,High,1040.16
594,48,Female,36,66.29,One-Year,Fiber Optic,2386.44,Yes,No,0,2-4 Years,Medium,795.48
595,55,Male,8,97.72,Month-to-Month,,781.76,No,Yes,1,New,High,1172.6399999999999
596,39,Male,23,77.82,Month-to-Month,Fiber Optic,1789.86,No,Yes,1,1-2 Years,High,933.8399999999999
597,42,Female,29,90.97,One-Year,Fiber Optic,2638.13,No,Yes,1,2-4 Years,High,1091.6399999999999
598,35,Male,21,68.56,Month-to-Month,DSL,1439.76,Yes,Yes,1,1-2 Years,Medium,822.72
599,40,Female,3,95.83,Month-to-Month,Fiber Optic,287.49,Yes,Yes,1,New,High,1149.96
600,48,Female,41,104.2,Month-to-Month,DSL,4272.2,No,Yes,1,2-4 Years,High,1250.4
601,52,Female,15,43.18,Month-to-Month,,647.7,No,Yes,1,1-2 Years,Medium,518.16
602,35,Male,6,104.96,Month-to-Month,Fiber Optic,629.76,Yes,Yes,1,New,High,1259.52
603,53,Male,11,78.63,Month-to-Month,,864.93,No,Yes,1,New,High,943.56
604,58,Female,0,106.02,Two-Year,Fiber Optic,0.0,Yes,Yes,1,,High,1272.24
605,49,Female,2,68.82,Month-to-Month,Fiber Optic,137.64,Yes,Yes,1,New,Medium,825.8399999999999
606,63,Male,29,64.11,Month-to-Month,Fiber Optic,1859.19,Yes,Yes,1,2-4 Years,Medium,769.3199999999999
607,37,Female,0,112.36,Month-to-Month,DSL,0.0,Yes,Yes,1,,High,1348.32
608,32,Male,10,52.61,Month-to-Month,Fiber Optic,526.1,Yes,Yes,1,New,Medium,631.3199999999999
609,27,Female,14,105.98,Two-Year,DSL,1483.72,Yes,Yes,1,1-2 Years,High,1271.76
610,59,Male,1,73.56,Month-to-Month,Fiber Optic,73.56,Yes,Yes,1,New,High,882.72
611,51,Female,72,76.27,Two-Year,Fiber Optic,5491.44,Yes,No,0,4+ Years,High,915.24
612,44,Male,5,57.76,Month-to-Month,,288.8,No,Yes,1,New,Medium,693.12
613,47,Male,7,81.57,One-Year,DSL,570.99,No,Yes,1,New,High,978.8399999999999
614,33,Male,7,59.27,One-Year,DSL,414.89,Yes,Yes,1,New,Medium,711.24
615,69,Male,5,33.53,Two-Year,Fiber Optic,167.65,Yes,Yes,1,New,Low,402.36
616,46,Female,0,54.48,One-Year,,0.0,No,Yes,1,,Medium,653.76
617,46,Female,26,30.57,One-Year,,794.82,No,Yes,1,2-4 Years,Low,366.84000000000003
618,52,Male,68,118.05,Month-to-Month,Fiber Optic,8027.4,Yes,Yes,1,4+ Years,High,1416.6
619,49,Male,5,116.92,Month-to-Month,Fiber Optic,584.6,Yes,Yes,1,New,High,1403.04
620,47,Female,21,65.56,Two-Year,DSL,1376.76,Yes,No,0,1-2 Years,Medium,786.72
621,37,Female,27,95.55,Month-to-Month,,2579.85,No,Yes,1,2-4 Years,High,1146.6
622,49,Female,37,61.12,Month-to-Month,Fiber Optic,2261.44,No,Yes,1,2-4 Years,Medium,733.4399999999999
623,63,Male,10,90.4,One-Year,DSL,904.0,Yes,Yes,1,New,High,1084.8000000000002
624,58,Male,7,102.49,Month-to-Month,Fiber Optic,717.43,Yes,Yes,1,New,High,1229.8799999999999
625,60,Female,7,115.21,Two-Year,DSL,806.47,No,Yes,1,New,High,1382.52
626,39,Male,24,66.02,One-Year,,1584.48,No,Yes,1,1-2 Years,Medium,792.24
627,35,Female,33,100.5,One-Year,DSL,3316.5,Yes,Yes,1,2-4 Years,High,1206.0
628,43,Male,4,53.93,Two-Year,Fiber Optic,215.72,Yes,Yes,1,New,Medium,647.16
629,45,Female,9,119.13,Month-to-Month,DSL,1072.17,Yes,Yes,1,New,High,1429.56
630,55,Male,46,32.32,Month-to-Month,,1486.72,No,Yes,1,2-4 Years,Low,387.84000000000003
631,28,Female,32,84.32,Month-to-Month,,2698.24,No,Yes,1,2-4 Years,High,1011.8399999999999
632,60,Female,83,89.36,Month-to-Month,Fiber Optic,7416.88,Yes,Yes,1,,High,1072.32
633,43,Female,28,91.92,One-Year,Fiber Optic,2573.76,Yes,No,0,2-4 Years,High,1103.04
634,40,Male,9,40.83,Two-Year,,367.47,No,Yes,1,New,Medium,489.96
635,34,Female,17,114.47,Month-to-Month,DSL,1945.99,Yes,Yes,1,1-2 Years,High,1373.6399999999999
636,28,Female,21,46.31,Month-to-Month,Fiber Optic,972.51,Yes,Yes,1,1-2 Years,Medium,555.72
637,53,Female,1,86.05,Two-Year,DSL,86.05,Yes,Yes,1,New,High,1032.6
638,45,Female,15,50.04,Month-to-Month,,750.6,No,Yes,1,1-2 Years,Medium,600.48
639,32,Female,24,57.65,Month-to-Month,Fiber Optic,1383.6,No,Yes,1,1-2 Years,Medium,691.8
640,32,Female,3,79.18,Month-to-Month,,237.54,No,Yes,1,New,High,950.1600000000001
641,41,Male,30,67.55,Two-Year,Fiber Optic,2026.5,Yes,No,0,2-4 Years,Medium,810.5999999999999
642,61,Female,17,44.42,One-Year,DSL,755.14,No,Yes,1,1-2 Years,Medium,533.04
643,42,Female,60,45.38,One-Year,DSL,2722.8,Yes,No,0,4+ Years,Medium,544.5600000000001
644,29,Male,0,67.63,Two-Year,DSL,0.0,Yes,Yes,1,,Medium,811.56
645,42,Male,6,98.16,Month-to-Month,Fiber Optic,588.96,No,Yes,1,New,High,1177.92
646,42,Male,18,110.82,Month-to-Month,DSL,1994.76,No,Yes,1,1-2 Years,High,1329.84
647,18,Female,7,37.57,Two-Year,DSL,262.99,Yes,Yes,1,New,Medium,450.84000000000003
648,44,Female,25,65.38,Month-to-Month,,1634.5,No,Yes,1,2-4 Years,Medium,784.56
649,42,Female,28,39.02,One-Year,,1092.56,No,Yes,1,2-4 Years,Medium,468.24
650,51,Female,2,31.49,Two-Year,Fiber Optic,62.98,No,Yes,1,New,Low,377.88
651,63,Male,14,89.55,One-Year,Fiber Optic,1253.7,Yes,No,0,1-2 Years,High,1074.6
652,56,Male,14,84.22,One-Year,DSL,1179.08,Yes,No,0,1-2 Years,High,1010.64
653,42,Male,9,44.67,Two-Year,Fiber Optic,402.03,No,Yes,1,New,Medium,536.04
654,33,Male,54,51.04,Two-Year,,2756.16,No,Yes,1,4+ Years,Medium,612.48
655,70,Male,35,32.13,Month-to-Month,DSL,1124.55,No,Yes,1,2-4 Years,Low,385.56000000000006
656,45,Male,23,105.15,Month-to-Month,DSL,2418.45,Yes,Yes,1,1-2 Years,High,1261.8000000000002
657,45,Female,25,117.72,Month-to-Month,,2943.0,No,Yes,1,2-4 Years,High,1412.6399999999999
658,44,Female,12,42.19,One-Year,Fiber Optic,506.28,Yes,No,0,New,Medium,506.28
659,46,Female,50,50.83,Month-to-Month,DSL,2541.5,No,Yes,1,4+ Years,Medium,609.96
660,43,Female,23,108.16,One-Year,Fiber Optic,2487.68,Yes,Yes,1,1-2 Years,High,1297.92
661,39,Female,26,113.38,Month-to-Month,Fiber Optic,2947.88,Yes,Yes,1,2-4 Years,High,1360.56
662,39,Male,39,67.77,One-Year,Fiber Optic,2643.03,Yes,No,0,2-4 Years,Medium,813.24
663,44,Female,6,34.56,Month-to-Month,,207.36,No,Yes,1,New,Low,414.72
664,39,Female,32,33.55,One-Year,,1073.6,No,Yes,1,2-4 Years,Low,402.59999999999997
665,37,Male,4,81.66,One-Year,Fiber Optic,326.64,Yes,Yes,1,New,High,979.92
666,46,Male,8,65.36,Month-to-Month,,522.88,No,Yes,1,New,Medium,784.3199999999999
667,42,Female,8,32.58,Month-to-Month,Fiber Optic,260.64,No,Yes,1,New,Low,390.96
668,60,Male,76,82.49,One-Year,,6269.24,No,Yes,1,,High,989.8799999999999
669,18,Female,38,31.02,Month-to-Month,Fiber Optic,1178.76,Yes,Yes,1,2-4 Years,Low,372.24
670,55,Female,24,100.86,Month-to-Month,,2420.64,No,Yes,1,1-2 Years,High,1210.32
671,57,Male,25,57.58,Two-Year,,1439.5,No,Yes,1,2-4 Years,Medium,690.96
672,24,Male,16,33.62,One-Year,DSL,537.92,Yes,No,0,1-2 Years,Low,403.43999999999994
673,41,Male,58,82.95,Two-Year,,4811.1,No,Yes,1,4+ Years,High,995.4000000000001
674,41,Male,13,65.79,Month-to-Month,,855.27,No,Yes,1,1-2 Years,Medium,789.48
675,30,Male,9,117.64,Month-to-Month,,1058.76,No,Yes,1,New,High,1411.68
676,37,Female,3,78.98,Two-Year,DSL,236.94,Yes,Yes,1,New,High,947.76
677,33,Male,30,54.77,One-Year,,1643.1,No,Yes,1,2-4 Years,Medium,657.24
678,62,Female,26,93.85,One-Year,,2440.1,No,Yes,1,2-4 Years,High,1126.1999999999998
679,54,Male,9,54.43,Month-to-Month,DSL,489.87,Yes,Yes,1,New,Medium,653.16
680,57,Female,0,111.38,Month-to-Month,,0.0,No,Yes,1,,High,1336.56
681,52,Male,36,63.72,Month-to-Month,DSL,2293.92,No,Yes,1,2-4 Years,Medium,764.64
682,33,Male,0,79.49,Month-to-Month,DSL,0.0,No,Yes,1,,High,953.8799999999999
683,39,Female,24,34.55,Month-to-Month,Fiber Optic,829.2,No,Yes,1,1-2 Years,Low,414.59999999999997
684,49,Female,70,68.35,Month-to-Month,Fiber Optic,4784.5,Yes,Yes,1,4+ Years,Medium,820.1999999999999
685,32,Male,11,104.91,Two-Year,Fiber Optic,1154.01,Yes,Yes,1,New,High,1258.92
686,52,Female,5,102.51,Month-to-Month,DSL,512.55,Yes,Yes,1,New,High,1230.1200000000001
687,42,Male,24,50.19,One-Year,,1204.56,No,Yes,1,1-2 Years,Medium,602.28
688,41,Female,33,50.35,Two-Year,DSL,1661.55,No,Yes,1,2-4 Years,Medium,604.2
689,52,Male,15,103.56,One-Year,DSL,1553.4,No,Yes,1,1-2 Years,High,1242.72
690,49,Male,68,113.74,Month-to-Month,DSL,7734.32,Yes,Yes,1,4+ Years,High,1364.8799999999999
691,41,Female,1,38.58,One-Year,Fiber Optic,38.58,Yes,Yes,1,New,Medium,462.96
692,56,Female,14,70.51,One-Year,,987.14,No,Yes,1,1-2 Years,High,846.1200000000001
693,34,Male,25,60.37,One-Year,Fiber Optic,1509.25,Yes,No,0,2-4 Years,Medium,724.4399999999999
694,51,Female,39,108.36,One-Year,,4226.04,No,Yes,1,2-4 Years,High,1300.32
695,50,Female,3,37.52,Two-Year,DSL,112.56,No,Yes,1,New,Medium,450.24
696,41,Male,32,49.0,One-Year,Fiber Optic,1568.0,Yes,No,0,2-4 Years,Medium,588.0
697,48,Female,16,97.72,Month-to-Month,Fiber Optic,1563.52,Yes,Yes,1,1-2 Years,High,1172.6399999999999
698,32,Male,10,34.62,One-Year,Fiber Optic,346.2,Yes,Yes,1,New,Low,415.43999999999994
699,54,Female,2,74.33,Month-to-Month,DSL,148.66,No,Yes,1,New,High,891.96
700,43,Female,40,69.79,Two-Year,Fiber Optic,2791.6,Yes,No,0,2-4 Years,Medium,837.48
701,39,Female,3,60.1,Month-to-Month,Fiber Optic,180.3,Yes,Yes,1,New,Medium,721.2
702,55,Male,7,65.51,Month-to-Month,,458.57,No,Yes,1,New,Medium,786.1200000000001
703,37,Male,6,77.69,Two-Year,Fiber Optic,466.14,Yes,Yes,1,New,High,932.28
704,30,Male,41,44.52,One-Year,DSL,1825.32,Yes,No,0,2-4 Years,Medium,534.24
705,29,Male,22,81.48,Month-to-Month,Fiber Optic,1792.56,Yes,Yes,1,1-2 Years,High,977.76
706,51,Male,31,102.49,Month-to-Month,DSL,3177.19,Yes,Yes,1,2-4 Years,High,1229.8799999999999
707,32,Female,5,98.41,Two-Year,,492.05,No,Yes,1,New,High,1180.92
708,62,Male,19,43.85,Month-to-Month,Fiber Optic,833.15,No,Yes,1,1-2 Years,Medium,526.2
709,24,Male,16,43.43,Two-Year,DSL,694.88,Yes,No,0,1-2 Years,Medium,521.16
710,61,Female,35,54.14,Month-to-Month,,1894.9,No,Yes,1,2-4 Years,Medium,649.6800000000001
711,47,Male,47,62.5,One-Year,Fiber Optic,2937.5,Yes,No,0,2-4 Years,Medium,750.0
712,44,Female,0,66.76,Two-Year,DSL,0.0,Yes,Yes,1,,Medium,801.1200000000001
713,39,Male,22,91.17,Month-to-Month,Fiber Optic,2005.74,Yes,Yes,1,1-2 Years,High,1094.04
714,48,Female,1,35.1,Month-to-Month,DSL,35.1,Yes,Yes,1,New,Medium,421.20000000000005
715,44,Male,15,33.12,Month-to-Month,,496.8,No,Yes,1,1-2 Years,Low,397.43999999999994
716,56,Male,6,65.27,One-Year,,391.62,No,Yes,1,New,Medium,783.24
717,46,Female,7,92.74,One-Year,,649.18,No,Yes,1,New,High,1112.8799999999999
718,46,Male,8,47.41,One-Year,Fiber Optic,379.28,Yes,Yes,1,New,Medium,568.92
719,41,Female,19,87.74,Month-to-Month,Fiber Optic,1667.06,Yes,Yes,1,1-2 Years,High,1052.8799999999999
720,44,Male,8,53.38,Month-to-Month,,427.04,No,Yes,1,New,Medium,640.5600000000001
721,48,Male,26,109.75,Month-to-Month,DSL,2853.5,Yes,Yes,1,2-4 Years,High,1317.0
722,27,Female,10,110.61,Month-to-Month,Fiber Optic,1106.1,Yes,Yes,1,New,High,1327.32
723,31,Male,1,56.76,One-Year,Fiber Optic,56.76,Yes,Yes,1,New,Medium,681.12
724,52,Female,30,50.7,Two-Year,DSL,1521.0,No,Yes,1,2-4 Years,Medium,608.4000000000001
725,46,Female,6,67.02,One-Year,Fiber Optic,402.12,Yes,Yes,1,New,Medium,804.24
726,43,Female,11,51.65,Month-to-Month,,568.15,No,Yes,1,New,Medium,619.8
727,45,Female,23,90.51,Two-Year,,2081.73,No,Yes,1,1-2 Years,High,1086.1200000000001
728,48,Male,8,104.35,One-Year,DSL,834.8,No,Yes,1,New,High,1252.1999999999998
729,39,Male,1,90.58,Two-Year,DSL,90.58,Yes,Yes,1,New,High,1086.96
730,37,Male,9,104.19,One-Year,DSL,937.71,Yes,Yes,1,New,High,1250.28
731,46,Female,57,65.73,Month-to-Month,,3746.61,No,Yes,1,4+ Years,Medium,788.76
732,35,Female,20,44.07,Month-to-Month,DSL,881.4,No,Yes,1,1-2 Years,Medium,528.84
733,49,Male,22,96.42,One-Year,,2121.24,No,Yes,1,1-2 Years,High,1157.04
734,27,Female,20,62.44,Month-to-Month,DSL,1248.8,Yes,Yes,1,1-2 Years,Medium,749.28
735,55,Male,4,90.41,Month-to-Month,Fiber Optic,361.64,Yes,Yes,1,New,High,1084.92
736,49,Female,10,54.36,One-Year,Fiber Optic,543.6,Yes,Yes,1,New,Medium,652.3199999999999
737,47,Male,27,37.31,One-Year,,1007.37,No,Yes,1,2-4 Years,Medium,447.72
738,54,Female,2,119.33,One-Year,DSL,238.66,Yes,Yes,1,New,High,1431.96
739,61,Female,6,44.06,Month-to-Month,Fiber Optic,264.36,Yes,Yes,1,New,Medium,528.72
740,55,Male,6,118.96,Month-to-Month,DSL,713.76,No,Yes,1,New,High,1427.52
741,26,Male,11,117.96,One-Year,,1297.56,No,Yes,1,New,High,1415.52
742,32,Male,78,101.44,Two-Year,,7912.32,No,Yes,1,,High,1217.28
743,38,Male,1,89.35,One-Year,DSL,89.35,Yes,Yes,1,New,High,1072.1999999999998
744,45,Male,14,82.0,Two-Year,,1148.0,No,Yes,1,1-2 Years,High,984.0
745,50,Female,3,107.95,One-Year,Fiber Optic,323.85,No,Yes,1,New,High,1295.4
746,37,Female,70,56.05,One-Year,DSL,3923.5,Yes,No,0,4+ Years,Medium,672.5999999999999
747,46,Female,2,72.09,Month-to-Month,Fiber Optic,144.18,Yes,Yes,1,New,High,865.08
748,37,Male,10,85.75,One-Year,DSL,857.5,Yes,Yes,1,New,High,1029.0
749,38,Female,26,67.01,One-Year,,1742.26,No,Yes,1,2-4 Years,Medium,804.1200000000001
750,30,Female,24,68.47,One-Year,,1643.28,No,Yes,1,1-2 Years,Medium,821.64
751,35,Male,10,59.73,Month-to-Month,DSL,597.3,No,Yes,1,New,Medium,716.76
752,31,Female,8,80.78,One-Year,Fiber Optic,646.24,Yes,Yes,1,New,High,969.36
753,35,Female,10,106.55,Month-to-Month,,1065.5,No,Yes,1,New,High,1278.6
754,55,Male,6,48.14,One-Year,,288.84,No,Yes,1,New,Medium,577.6800000000001
755,35,Male,4,114.1,Month-to-Month,Fiber Optic,456.4,No,Yes,1,New,High,1369.1999999999998
756,71,Female,13,92.02,Two-Year,,1196.26,No,Yes,1,1-2 Years,High,1104.24
757,49,Male,6,104.09,Month-to-Month,Fiber Optic,624.54,No,Yes,1,New,High,1249.08
758,46,Female,6,80.06,Month-to-Month,Fiber Optic,480.36,Yes,Yes,1,New,High,960.72
759,36,Female,21,100.16,Month-to-Month,,2103.36,No,Yes,1,1-2 Years,High,1201.92
760,52,Female,69,31.46,One-Year,Fiber Optic,2170.74,Yes,No,0,4+ Years,Low,377.52
761,39,Male,18,103.65,Month-to-Month,Fiber Optic,1865.7,No,Yes,1,1-2 Years,High,1243.8000000000002
762,46,Male,1,33.61,Month-to-Month,Fiber Optic,33.61,Yes,Yes,1,New,Low,403.32
763,70,Female,1,110.09,One-Year,,110.09,No,Yes,1,New,High,1321.08
764,44,Female,60,119.28,Month-to-Month,,7156.8,No,Yes,1,4+ Years,High,1431.3600000000001
765,56,Male,7,56.47,Two-Year,Fiber Optic,395.29,No,Yes,1,New,Medium,677.64
766,37,Female,1,48.93,Two-Year,Fiber Optic,48.93,Yes,Yes,1,New,Medium,587.16
767,44,Female,18,98.88,One-Year,Fiber Optic,1779.84,Yes,No,0,1-2 Years,High,1186.56
768,62,Male,19,52.77,Month-to-Month,Fiber Optic,1002.63,No,Yes,1,1-2 Years,Medium,633.24
769,38,Male,20,107.9,One-Year,DSL,2158.0,Yes,Yes,1,1-2 Years,High,1294.8000000000002
770,63,Female,6,39.26,Month-to-Month,,235.56,No,Yes,1,New,Medium,471.12
771,52,Male,0,41.34,Month-to-Month,Fiber Optic,0.0,Yes,Yes,1,,Medium,496.08000000000004
772,39,Male,67,118.12,Month-to-Month,Fiber Optic,7914.04,Yes,Yes,1,4+ Years,High,1417.44
773,51,Male,5,90.65,Two-Year,DSL,453.25,Yes,Yes,1,New,High,1087.8000000000002
774,54,Male,22,106.22,Month-to-Month,DSL,2336.84,Yes,Yes,1,1-2 Years,High,1274.6399999999999
775,51,Female,24,59.19,One-Year,,1420.56,No,Yes,1,1-2 Years,Medium,710.28
776,29,Female,18,90.88,One-Year,Fiber Optic,1635.84,Yes,No,0,1-2 Years,High,1090.56
777,37,Male,7,83.48,Month-to-Month,DSL,584.36,Yes,Yes,1,New,High,1001.76
778,42,Female,6,84.28,Month-to-Month,Fiber Optic,505.68,Yes,Yes,1,New,High,1011.36
779,44,Female,18,91.43,Two-Year,Fiber Optic,1645.74,Yes,No,0,1-2 Years,High,1097.16
780,51,Female,40,81.78,One-Year,DSL,3271.2,Yes,No,0,2-4 Years,High,981.36
781,46,Male,58,68.62,One-Year,Fiber Optic,3979.96,Yes,No,0,4+ Years,Medium,823.44
782,31,Male,2,54.83,Month-to-Month,Fiber Optic,109.66,Yes,Yes,1,New,Medium,657.96
783,48,Female,3,99.17,Month-to-Month,Fiber Optic,297.51,Yes,Yes,1,New,High,1190.04
784,51,Female,57,50.36,Month-to-Month,Fiber Optic,2870.52,No,Yes,1,4+ Years,Medium,604.3199999999999
785,50,Male,26,92.31,Month-to-Month,Fiber Optic,2400.06,Yes,Yes,1,2-4 Years,High,1107.72
786,55,Male,42,51.0,Month-to-Month,,2142.0,No,Yes,1,2-4 Years,Medium,612.0
787,53,Male,4,86.28,Two-Year,Fiber Optic,345.12,Yes,Yes,1,New,High,1035.3600000000001
788,49,Female,17,97.24,Month-to-Month,DSL,1653.08,Yes,Yes,1,1-2 Years,High,1166.8799999999999
789,44,Female,24,49.68,Month-to-Month,DSL,1192.32,Yes,Yes,1,1-2 Years,Medium,596.16
790,28,Female,22,35.39,One-Year,Fiber Optic,778.58,Yes,No,0,1-2 Years,Medium,424.68
791,49,Male,10,41.79,One-Year,,417.9,No,Yes,1,New,Medium,501.48
792,47,Female,0,84.54,Month-to-Month,DSL,0.0,Yes,Yes,1,,High,1014.48
793,47,Female,17,106.45,One-Year,,1809.65,No,Yes,1,1-2 Years,High,1277.4
794,32,Male,5,34.05,Month-to-Month,DSL,170.25,Yes,Yes,1,New,Low,408.59999999999997
795,34,Female,11,96.07,Month-to-Month,Fiber Optic,1056.77,Yes,Yes,1,New,High,1152.84
796,55,Female,63,60.72,Month-to-Month,,3825.36,No,Yes,1,4+ Years,Medium,728.64
797,44,Male,10,73.07,Two-Year,Fiber Optic,730.7,Yes,Yes,1,New,High,876.8399999999999
798,51,Female,36,113.6,Month-to-Month,Fiber Optic,4089.6,Yes,Yes,1,2-4 Years,High,1363.1999999999998
799,45,Male,4,59.88,Month-to-Month,DSL,239.52,Yes,Yes,1,New,Medium,718.5600000000001
800,45,Female,22,71.88,Month-to-Month,,1581.36,No,Yes,1,1-2 Years,High,862.56
801,54,Female,75,31.23,Two-Year,DSL,2342.25,No,Yes,1,,Low,374.76
802,39,Female,2,37.34,Month-to-Month,,74.68,No,Yes,1,New,Medium,448.08000000000004
803,45,Female,0,53.27,Month-to-Month,DSL,0.0,Yes,Yes,1,,Medium,639.24
804,40,Male,11,32.51,Month-to-Month,,357.61,No,Yes,1,New,Low,390.12
805,40,Female,1,86.82,Month-to-Month,Fiber Optic,86.82,Yes,Yes,1,New,High,1041.84
806,41,Female,27,68.38,One-Year,,1846.26,No,Yes,1,2-4 Years,Medium,820.56
807,47,Male,49,79.33,One-Year,Fiber Optic,3887.17,No,Yes,1,4+ Years,High,951.96
808,40,Female,11,45.72,Month-to-Month,,502.92,No,Yes,1,New,Medium,548.64
809,57,Female,5,56.63,Month-to-Month,DSL,283.15,Yes,Yes,1,New,Medium,679.5600000000001
810,36,Male,11,89.74,Month-to-Month,DSL,987.14,Yes,Yes,1,New,High,1076.8799999999999
811,43,Female,25,116.88,Month-to-Month,Fiber Optic,2922.0,Yes,Yes,1,2-4 Years,High,1402.56
812,40,Female,0,34.54,Month-to-Month,DSL,0.0,Yes,Yes,1,,Low,414.48
813,59,Male,17,110.13,One-Year,DSL,1872.21,No,Yes,1,1-2 Years,High,1321.56
814,46,Female,19,81.92,Two-Year,,1556.48,No,Yes,1,1-2 Years,High,983.04
815,55,Male,20,80.75,Two-Year,,1615.0,No,Yes,1,1-2 Years,High,969.0
816,30,Male,5,75.03,Two-Year,Fiber Optic,375.15,No,Yes,1,New,High,900.36
817,47,Male,25,36.25,One-Year,,906.25,No,Yes,1,2-4 Years,Medium,435.0
818,53,Female,1,38.09,One-Year,Fiber Optic,38.09,Yes,Yes,1,New,Medium,457.08000000000004
819,45,Female,4,84.08,Month-to-Month,DSL,336.32,Yes,Yes,1,New,High,1008.96
820,55,Male,41,60.69,One-Year,,2488.29,No,Yes,1,2-4 Years,Medium,728.28
821,39,Male,26,112.55,Month-to-Month,Fiber Optic,2926.3,No,Yes,1,2-4 Years,High,1350.6
822,59,Female,0,66.59,Month-to-Month,,0.0,No,Yes,1,,Medium,799.08
823,67,Male,5,42.9,One-Year,DSL,214.5,Yes,Yes,1,New,Medium,514.8
824,41,Female,4,94.32,Month-to-Month,Fiber Optic,377.28,Yes,Yes,1,New,High,1131.84
825,40,Female,6,56.4,Month-to-Month,DSL,338.4,No,Yes,1,New,Medium,676.8
